Symbol,Close Price,Previous Close,percent_change
ADANIENT,2236.89990234375,2285.699951171875,-2.1350155256863563
ADANIPORTS,1131.800048828125,1131.3499755859375,0.03978196419321109
APOLLOHOSP,6834.10009765625,6755.60009765625,1.1619989174201466
ASIANPAINT,2411.14990234375,2394.199951171875,0.7079588805261903
AXISBANK,1061.6500244140625,1077.8499755859375,-1.5029875714445724
BAJAJ-AUTO,7572.2998046875,7498.0498046875,0.990257492736067
BAJFINANCE,8735.7998046875,8822.25,-0.9799109672985915
BAJAJFINSV,1895.699951171875,1903.199951171875,-0.39407315008504257
BEL,280.1499938964844,281.45001220703125,-0.4619002501909992
BPCL,287.95001220703125,285.8999938964844,0.7170403477829818
BHARTIARTL,1715.550048828125,1720.4000244140625,-0.2819097603529339
BRITANNIA,5339.4501953125,5179.35009765625,3.0911232999811733
CIPLA,1415.5999755859375,1432.550048828125,-1.1832098470872443
COALINDIA,374.6000061035156,382.8500061035156,-2.1548909151040605
DRREDDY,1094.050048828125,1107.949951171875,-1.2545604906654961
EICHERMOT,5258.2998046875,5231.35009765625,0.5151577800790662
GRASIM,2557.75,2590.050048828125,-1.2470820339066129
HCLTECH,1380.0,1403.3499755859375,-1.663874015189136
HDFCBANK,1765.0,1769.1500244140625,-0.23457730304341917
HDFCLIFE,684.7999877929688,685.75,-0.13853623143000365
HEROMOTOCO,3610.89990234375,3574.14990234375,1.028216527121629
HINDALCO,564.0,568.3499755859375,-0.7653691867326844
HINDUNILVR,2350.0,2289.25,2.6537075461395654
ICICIBANK,1300.800048828125,1299.9000244140625,0.06923797193312549
ITC,416.29998779296875,412.54998779296875,0.9089807565045606
INDUSINDBK,678.5499877929688,679.6500244140625,-0.16185339241944555
INFY,1403.699951171875,1428.800048828125,-1.7567256997811995
JSWSTEEL,945.5499877929688,954.5999755859375,-0.9480398098076452
KOTAKBANK,2052.699951171875,2055.14990234375,-0.11921033930814524
LT,3054.14990234375,3161.10009765625,-3.383322008429806
M&M,2523.10009765625,2523.64990234375,-0.02178609192144237
MARUTI,11457.400390625,11458.900390625,-0.013090261271729109
NTPC,349.3500061035156,352.95001220703125,-1.019976194647064
NESTLEIND,2344.85009765625,2275.39990234375,3.0522193149856256
ONGC,221.94000244140625,226.66000366210938,-2.0824146935687025
POWERGRID,293.3999938964844,288.95001220703125,1.5400524317212125
RELIANCE,1185.3499755859375,1182.199951171875,0.2664544530677731
SBILIFE,1481.6500244140625,1488.0,-0.4267456710979503
SHRIRAMFIN,624.5499877929688,641.4500122070312,-2.6346596137577016
SBIN,742.2000122070312,768.5999755859375,-3.4348118940259393
SUNPHARMA,1652.199951171875,1688.3499755859375,-2.1411451971927042
TCS,3246.60009765625,3292.949951171875,-1.4075480709668937
TATACONSUM,1089.75,1069.75,1.86959569992989
TATAMOTORS,582.9000244140625,588.8499755859375,-1.0104358357074699
TATASTEEL,127.18000030517578,130.27999877929688,-2.3794891795882656
TECHM,1272.75,1314.4000244140625,-3.168747994555872
TITAN,3174.14990234375,3122.300048828125,1.660630070933942
TRENT,4620.2001953125,4767.2001953125,-3.083570942637198
ULTRACEMCO,11397.0498046875,11270.4501953125,1.1232879537292497
WIPRO,236.64999389648438,247.25,-4.287161214768706
ABB,5036.2001953125,5064.39990234375,-0.5568222805272443
ADANIENSOL,837.4000244140625,841.1500244140625,-0.445818212109334
ADANIGREEN,860.75,875.7999877929688,-1.7184274951744385
ADANIPOWER,508.45001220703125,513.5499877929688,-0.9930826028942467
ATGL,579.4000244140625,584.9500122070312,-0.948796936002874
AMBUJACEM,547.7999877929688,536.7999877929688,2.0491803744679746
DMART,4139.2998046875,4053.85009765625,2.107865485224851
BAJAJHLDNG,11092.2998046875,10811.75,2.594860264873864
BANKBARODA,230.2100067138672,235.83999633789062,-2.3872073064134924
BHEL,211.80999755859375,210.94000244140625,0.4124372367110228
BOSCHLTD,26182.69921875,26516.30078125,-1.258099933516721
CANBK,88.41999816894531,89.43000030517578,-1.129377314976946
CHOLAFIN,1430.5999755859375,1463.300048828125,-2.2346799802525226
DLF,612.8499755859375,621.5499877929688,-1.3997284816823334
DABUR,465.25,459.0,1.3616557734204793
DIVISLAB,5386.14990234375,5387.2998046875,-0.02134468816362267
