Symbol,Close Price,Previous Close,percent_change
ADANIENT,2418.10009765625,2415.60009765625,0.10349395176898857
ADANIPORTS,1259.4000244140625,1232.9000244140625,2.1494038020312445
APOLLOHOSP,7073.5,7005.5,0.9706659053600744
ASIANPAINT,2467.89990234375,2459.89990234375,0.3252164851251768
AXISBANK,1190.800048828125,1161.300048828125,2.540256502164848
BAJAJ-AUTO,8018.0,7961.5,0.7096652640834014
BAJFINANCE,9162.5,9056.5,1.170430077844642
BAJAJFINSV,2035.300048828125,1969.199951171875,3.3566981157456204
BEL,295.1499938964844,293.6000061035156,0.5279249866303699
BPCL,298.3500061035156,298.75,-0.1338891703713389
BHARTIARTL,1889.0999755859375,1822.5999755859375,3.648633868691965
BRITANNIA,5454.60009765625,5416.2001953125,0.708982330028782
CIPLA,1515.199951171875,1496.4000244140625,1.2563436548441576
COALINDIA,398.8500061035156,399.25,-0.10018632347761428
DRREDDY,1163.5999755859375,1158.4000244140625,0.44889080302853235
EICHERMOT,5678.5,5615.5,1.121894755587214
GRASIM,2760.699951171875,2702.800048828125,2.142219228124335
HCLTECH,1438.0,1431.699951171875,0.44003974596550655
HDFCBANK,1906.699951171875,1878.0,1.5282189122404153
HDFCLIFE,720.0499877929688,716.0499877929688,0.5586202176092374
HEROMOTOCO,3771.800048828125,3781.89990234375,-0.2670576635136704
HINDALCO,609.5,609.9000244140625,-0.06558852238886329
HINDUNILVR,2375.0,2366.60009765625,0.35493543467985145
ICICIBANK,1406.699951171875,1356.4000244140625,3.7083401542654095
ITC,427.25,424.45001220703125,0.6596743344191537
INDUSINDBK,794.7000122070312,788.25,0.818269864513955
INFY,1419.5,1413.0999755859375,0.452906696244811
JSWSTEEL,1007.2000122070312,1009.4000244140625,-0.21795246223699224
KOTAKBANK,2188.10009765625,2123.39990234375,3.047009432424185
LT,3247.300048828125,3227.699951171875,0.6072465827913722
M&M,2679.39990234375,2634.60009765625,1.7004404094326904
MARUTI,11695.0,11664.0,0.2657750342935528
NTPC,364.0,359.29998779296875,1.3081025234377217
NESTLEIND,2416.60009765625,2383.300048828125,1.3972243589093503
ONGC,243.49000549316406,241.22000122070312,0.9410514306332366
POWERGRID,309.0,305.75,1.062959934587081
RELIANCE,1274.5,1239.300048828125,2.8403090280808
SBILIFE,1608.199951171875,1565.4000244140625,2.7341207416828004
SHRIRAMFIN,691.75,676.0499877929688,2.3223152859281124
SBIN,797.4500122070312,771.75,3.3300955240727244
SUNPHARMA,1751.5,1693.0999755859375,3.4492956857938517
TCS,3298.89990234375,3273.800048828125,0.7666886535910962
TATACONSUM,1120.199951171875,1105.9000244140625,1.2930578209715666
TATAMOTORS,621.5499877929688,616.0499877929688,0.8927846942589899
TATASTEEL,137.13999938964844,136.97000122070312,0.12411343172246182
TECHM,1306.800048828125,1308.699951171875,-0.14517478525530111
TITAN,3327.5,3272.10009765625,1.6930992540060745
TRENT,5130.5,5035.5,1.886605103763281
ULTRACEMCO,11901.0,11728.0,1.4751023192360164
WIPRO,236.89999389648438,247.64999389648438,-4.340803660384264
ABB,5571.5,5379.5,3.5691049354029185
ADANIENSOL,914.1500244140625,895.1500244140625,2.122549235524717
ADANIGREEN,947.1500244140625,945.5999755859375,0.16392225762955612
ADANIPOWER,549.7000122070312,545.5499877929688,0.7607047029460106
ATGL,608.25,608.0,0.041118421052631575
AMBUJACEM,569.7999877929688,565.75,0.715861739808882
DMART,4357.10009765625,4221.5,3.212130703689447
BAJAJHLDNG,11955.0,11585.0,3.1937850668968495
BANKBARODA,242.80999755859375,240.7899932861328,0.8389070678948644
BHEL,227.38999938964844,226.0,0.6150439777205476
BOSCHLTD,27505.0,27370.0,0.49324077457069787
CANBK,96.0199966430664,94.69999694824219,1.393875118650382
CHOLAFIN,1587.300048828125,1611.9000244140625,-1.5261477271135206
DLF,669.4000244140625,656.25,2.003813244047619
DABUR,479.29998779296875,481.3500061035156,-0.42588932887766767
DIVISLAB,5640.0,5754.0,-1.981230448383733
GAIL,186.99000549316406,184.6999969482422,1.239853049680123
GODREJCP,1239.300048828125,1244.5999755859375,-0.42583375074528507
HAVELLS,1638.5,1613.9000244140625,1.5242564727557204
HAL,4220.39990234375,4209.2001953125,0.2660768438555703
ICICIGI,1793.4000244140625,1811.800048828125,-1.0155659519914277
ICICIPRULI,595.6500244140625,586.2999877929688,1.5947529960371392
IOC,134.3000030517578,133.8300018310547,0.351192717830527
IRCTC,769.4000244140625,760.5999755859375,1.1569877873511336
IRFC,129.47999572753906,129.05999755859375,0.3254286199367326
NAUKRI,6734.5,6776.0,-0.6124557260920896
INDIGO,5366.0,5244.5,2.3167127466870054
JSWENERGY,507.8999938964844,509.70001220703125,-0.35315249508288005
JINDALSTEL,881.7000122070312,854.25,3.2133464684847817
JIOFIN,246.47000122070312,242.27999877929688,1.7294050117703283
LTIM,4191.89990234375,4276.2998046875,-1.973666632335609
LICI,803.2000122070312,797.6500244140625,0.695792342894449
LODHA,1236.0999755859375,1240.800048828125,-0.37879376670128995
NHPC,84.9800033569336,85.31999969482422,-0.3984954748086459
PIDILITIND,3034.300048828125,3026.5,0.2577250562737486
PFC,423.70001220703125,423.79998779296875,-0.023590275794519194
PNB,99.5,98.83000183105469,0.677929936792517
RECLTD,428.6000061035156,424.79998779296875,0.8945429425009443
MOTHERSON,129.6699981689453,128.33999633789062,1.0363112583805043
SHREECEM,31000.0,30800.0,0.6493506493506493
SIEMENS,2810.0,2811.5,-0.05335230304108127
TVSMOTOR,2679.300048828125,2614.199951171875,2.4902493639427767
TATAPOWER,381.70001220703125,381.25,0.1180359887295082
TORNTPHARM,3254.800048828125,3222.699951171875,0.9960622503679686
UNIONBANK,126.58999633789062,127.26000213623047,-0.526485767006832
UNITDSPR,1517.800048828125,1503.199951171875,0.9712678373138554
VBL,556.75,549.2000122070312,1.3747246222060607
VEDL,400.04998779296875,398.70001220703125,0.3385943176837687
ZOMATO,231.60000610351562,222.0800018310547,4.286745404344509
ZYDUSLIFE,831.5499877929688,822.0999755859375,1.1494967142282078
