Symbol,Close Price,Previous Close,percent_change
ADANIENT,2453.60009765625,2445.5,0.33122460258638314
ADANIPORTS,1239.0999755859375,1233.199951171875,0.47843209922736973
APOLLOHOSP,7142.0,7088.5,0.7547435987867673
ASIANPAINT,2453.10009765625,2432.0,0.8676026996813323
AXISBANK,1206.9000244140625,1216.800048828125,-0.8136114412221637
BAJAJ-AUTO,8261.5,8141.0,1.4801621422429678
BAJFINANCE,9323.0,9260.5,0.6749095621186761
BAJAJFINSV,2100.800048828125,2077.0,1.1458858366935485
BEL,305.8500061035156,303.3500061035156,0.824130525696082
BPCL,300.45001220703125,306.1000061035156,-1.8457999947160026
BHARTIARTL,1881.5999755859375,1852.199951171875,1.587302947258005
BRITANNIA,5544.2998046875,5435.5,2.0016521881611626
CIPLA,1533.699951171875,1528.199951171875,0.3599005480783071
COALINDIA,398.95001220703125,398.6000061035156,0.0878088555334164
DRREDDY,1186.0,1175.0,0.9361702127659575
EICHERMOT,5740.0,5784.0,-0.7607192254495159
GRASIM,2685.60009765625,2749.39990234375,-2.3204992708813768
HCLTECH,1594.0,1479.9000244140625,7.709978627178763
HDFCBANK,1923.9000244140625,1961.699951171875,-1.9268964519895964
HDFCLIFE,709.0999755859375,712.5499877929688,-0.48417827045611433
HEROMOTOCO,3940.5,3833.60009765625,2.788499051038355
HINDALCO,629.0999755859375,620.0999755859375,1.45137886701186
HINDUNILVR,2423.800048828125,2398.699951171875,1.0464042259219395
ICICIBANK,1424.4000244140625,1416.5,0.5577143956274268
ITC,430.8500061035156,433.6000061035156,-0.6342250833233333
INDUSINDBK,794.2000122070312,787.5,0.8507952008928571
INFY,1474.9000244140625,1422.800048828125,3.661791804747907
JSWSTEEL,1039.199951171875,1044.199951171875,-0.4788354945227345
KOTAKBANK,2227.0,2268.800048828125,-1.8423857514334705
LT,3301.0,3257.800048828125,1.3260467347409675
M&M,2917.800048828125,2817.10009765625,3.574596133650153
MARUTI,11907.0,11734.0,1.4743480484063405
NTPC,363.79998779296875,360.25,0.9854233984646079
NESTLEIND,2433.39990234375,2407.300048828125,1.084196111254616
ONGC,252.1699981689453,247.77999877929688,1.7717327513423338
POWERGRID,314.95001220703125,312.54998779296875,0.7678849808985633
RELIANCE,1300.0,1291.199951171875,0.6815403625238833
SBILIFE,1615.5,1619.0,-0.21618282890673254
SHRIRAMFIN,703.9000244140625,703.5,0.05686203469260838
SBIN,813.4500122070312,822.4000244140625,-1.0882796621276718
SUNPHARMA,1788.800048828125,1747.4000244140625,2.36923565500949
TCS,3413.0,3314.39990234375,2.974900451406777
